store_id,date,target_price
STORE_1,01/01/21,2.67
STORE_1,02/01/21,3.3
STORE_1,03/01/21,3.08
STORE_1,04/01/21,0
STORE_1,05/01/21,2.83
STORE_1,06/01/21,3.5
STORE_1,07/01/21,2.27
STORE_1,08/01/21,2.87
STORE_1,09/01/21,3.38
STORE_1,10/01/21,2.74
STORE_1,11/01/21,2.8
STORE_1,12/01/21,2.97
STORE_1,13/01/21,3.45
STORE_1,14/01/21,2.81
STORE_1,15/01/21,2.87
STORE_1,16/01/21,2.87
STORE_1,17/01/21,3.66
STORE_1,18/01/21,3.66
STORE_1,19/01/21,3.3
STORE_1,20/01/21,3.12
STORE_1,21/01/21,3.22
STORE_1,22/01/21,3.45
STORE_1,23/01/21,2.72
STORE_1,24/01/21,3.35
STORE_1,25/01/21,0
STORE_1,26/01/21,2.81
STORE_1,27/01/21,3.27
STORE_1,28/01/21,2.57
STORE_1,29/01/21,2.96
STORE_1,30/01/21,2.74
STORE_1,31/01/21,2.92
STORE_1,01/02/21,2.16
STORE_1,02/02/21,0
STORE_1,03/02/21,2.79
STORE_1,04/02/21,3.28
STORE_1,05/02/21,2.95
STORE_1,06/02/21,3
STORE_1,07/02/21,3.21
STORE_1,08/02/21,2.74
STORE_1,09/02/21,3.09
STORE_1,10/02/21,2.76
STORE_1,11/02/21,2.48
STORE_1,12/02/21,2.88
STORE_1,13/02/21,3.17
STORE_1,14/02/21,0
STORE_1,15/02/21,3
STORE_1,16/02/21,3.72
STORE_1,17/02/21,3.12
STORE_1,18/02/21,3.29
STORE_1,19/02/21,3.67
STORE_1,20/02/21,0
STORE_1,21/02/21,2.69
STORE_1,22/02/21,3.52
STORE_1,23/02/21,0
STORE_1,24/02/21,3.01
STORE_1,25/02/21,0
STORE_1,26/02/21,3.27
STORE_10,01/01/21,2.88
STORE_10,02/01/21,2.67
STORE_10,03/01/21,0
STORE_10,04/01/21,3.04
STORE_10,05/01/21,3.16
STORE_10,06/01/21,3.09
STORE_10,07/01/21,3.07
STORE_10,08/01/21,0
STORE_10,09/01/21,2.78
STORE_10,10/01/21,2.82
STORE_10,11/01/21,2.9
STORE_10,12/01/21,2.87
STORE_10,13/01/21,0
STORE_10,14/01/21,3.18
STORE_10,15/01/21,0
STORE_10,16/01/21,3.21
STORE_10,17/01/21,3.18
STORE_10,18/01/21,3.14
STORE_10,19/01/21,2.57
STORE_10,20/01/21,0
STORE_10,21/01/21,3.02
STORE_10,22/01/21,3.29
STORE_10,23/01/21,0
STORE_10,24/01/21,3.48
STORE_10,25/01/21,3.03
STORE_10,26/01/21,3
STORE_10,27/01/21,3.19
STORE_10,28/01/21,2.67
STORE_10,29/01/21,2.56
STORE_10,30/01/21,0
STORE_10,31/01/21,0
STORE_10,01/02/21,2.9
STORE_10,02/02/21,3.45
STORE_10,03/02/21,2.16
STORE_10,04/02/21,2.52
STORE_10,04/02/21,2.52
STORE_10,05/02/21,2.96
STORE_10,06/02/21,0
STORE_10,07/02/21,2.98
STORE_10,08/02/21,2.97
STORE_10,09/02/21,2.96
STORE_10,10/02/21,2.47
STORE_10,11/02/21,3.35
STORE_10,12/02/21,0
STORE_10,13/02/21,3.33
STORE_10,14/02/21,2.98
STORE_10,15/02/21,3.32
STORE_10,16/02/21,3.1
STORE_10,17/02/21,2.97
STORE_10,18/02/21,3.07
STORE_10,19/02/21,0
STORE_10,20/02/21,3
STORE_10,21/02/21,3.51
STORE_10,22/02/21,3.39
STORE_10,23/02/21,2.7
STORE_10,24/02/21,0
STORE_10,25/02/21,3.07
STORE_10,26/02/21,3.25
STORE_100,01/01/21,3.1
STORE_100,02/01/21,2.79
STORE_100,03/01/21,2.67
STORE_100,04/01/21,2.66
STORE_100,05/01/21,3.06
STORE_100,06/01/21,3.72
STORE_100,07/01/21,3.14
STORE_100,08/01/21,0
STORE_100,09/01/21,2.96
STORE_100,10/01/21,2.83
STORE_100,11/01/21,3.24
STORE_100,12/01/21,2.85
STORE_100,13/01/21,2.91
STORE_100,14/01/21,3.03
STORE_100,15/01/21,2.68
STORE_100,16/01/21,3.08
STORE_100,17/01/21,2.96
STORE_100,18/01/21,2.61
STORE_100,19/01/21,3.01
STORE_100,20/01/21,3.21
STORE_100,21/01/21,2.76
STORE_100,22/01/21,3.69
STORE_100,23/01/21,2.62
STORE_100,24/01/21,2.74
STORE_100,25/01/21,3.18
STORE_100,26/01/21,3.02
STORE_100,27/01/21,2.71
STORE_100,28/01/21,3.21
STORE_100,29/01/21,2.65
STORE_100,30/01/21,3.23
STORE_100,31/01/21,3.37
STORE_100,01/02/21,3.2
STORE_100,02/02/21,3.06
STORE_100,03/02/21,2.8
STORE_100,04/02/21,2.72
STORE_100,05/02/21,3.23
STORE_100,06/02/21,3.23
STORE_100,07/02/21,2.83
STORE_100,08/02/21,0
STORE_100,09/02/21,3.61
STORE_100,10/02/21,2.88
STORE_100,11/02/21,3.13
STORE_100,12/02/21,3.11
STORE_100,13/02/21,3.2
STORE_100,14/02/21,3.52
STORE_100,15/02/21,0
STORE_100,16/02/21,2.75
STORE_100,17/02/21,3.07
STORE_100,18/02/21,2.34
STORE_100,19/02/21,0
STORE_100,20/02/21,0
STORE_100,21/02/21,2.59
STORE_100,22/02/21,0
STORE_100,23/02/21,3.66
STORE_100,24/02/21,3.14
STORE_100,25/02/21,3.53
STORE_100,26/02/21,2.34
STORE_100,26/02/21,2.34
STORE_11,01/01/21,0
STORE_11,02/01/21,0
STORE_11,03/01/21,3.4
STORE_11,04/01/21,3.06
STORE_11,05/01/21,3.38
STORE_11,06/01/21,3.29
STORE_11,07/01/21,2.9
STORE_11,08/01/21,2.95
STORE_11,09/01/21,3.58
STORE_11,10/01/21,3.06
STORE_11,11/01/21,2.77
STORE_11,12/01/21,2.64
STORE_11,13/01/21,3.29
STORE_11,14/01/21,3.05
STORE_11,15/01/21,2.76
STORE_11,16/01/21,0
STORE_11,17/01/21,3.05
STORE_11,18/01/21,2.5
STORE_11,19/01/21,0
STORE_11,20/01/21,3.4
STORE_11,21/01/21,3.77
STORE_11,22/01/21,0
STORE_11,23/01/21,3.07
STORE_11,24/01/21,3.48
STORE_11,25/01/21,3.05
STORE_11,26/01/21,3.08
STORE_11,27/01/21,0
STORE_11,28/01/21,2.58
STORE_11,29/01/21,3.27
STORE_11,30/01/21,2.62
STORE_11,31/01/21,3.34
STORE_11,01/02/21,2.76
STORE_11,02/02/21,3.08
