store_id,date,target_price
STORE_39,23/01/21,2.95
STORE_39,24/01/21,3.06
STORE_39,25/01/21,3.68
STORE_39,26/01/21,3.34
STORE_39,27/01/21,0
STORE_39,28/01/21,3.78
STORE_39,29/01/21,2.81
STORE_39,30/01/21,0
STORE_39,31/01/21,2.53
STORE_39,01/02/21,3.12
STORE_39,02/02/21,2.97
STORE_39,03/02/21,3.02
STORE_39,04/02/21,3.11
STORE_39,05/02/21,3.08
STORE_39,06/02/21,2.68
STORE_39,07/02/21,2.88
STORE_39,08/02/21,3
STORE_39,09/02/21,2.57
STORE_39,10/02/21,3.24
STORE_39,11/02/21,0
STORE_39,12/02/21,3.09
STORE_39,13/02/21,0
STORE_39,14/02/21,2.31
STORE_39,15/02/21,2.54
STORE_39,16/02/21,3.1
STORE_39,17/02/21,3.38
STORE_39,18/02/21,2.93
STORE_39,19/02/21,2.55
STORE_39,20/02/21,2.74
STORE_39,21/02/21,2.83
STORE_39,22/02/21,2.42
STORE_39,23/02/21,0
STORE_39,24/02/21,0
STORE_39,25/02/21,2.5
STORE_39,26/02/21,0
STORE_4,01/01/21,2.98
STORE_4,02/01/21,2.78
STORE_4,03/01/21,3.02
STORE_4,04/01/21,0
STORE_4,05/01/21,0
STORE_4,06/01/21,3.09
STORE_4,07/01/21,2.82
STORE_4,08/01/21,2.88
STORE_4,09/01/21,3.04
STORE_4,10/01/21,3.03
STORE_4,11/01/21,0
STORE_4,12/01/21,0
STORE_4,13/01/21,2.89
STORE_4,14/01/21,2.84
STORE_4,15/01/21,2.23
STORE_4,16/01/21,2.84
STORE_4,17/01/21,0
STORE_4,18/01/21,2.89
STORE_4,19/01/21,3.12
STORE_4,20/01/21,3.05
STORE_4,21/01/21,2.99
STORE_4,22/01/21,3.06
STORE_4,23/01/21,2.96
STORE_4,24/01/21,3.06
STORE_4,25/01/21,0
STORE_4,26/01/21,2.92
STORE_4,27/01/21,2.97
STORE_4,28/01/21,2.9
STORE_4,29/01/21,0
STORE_4,30/01/21,0
STORE_4,31/01/21,2.82
STORE_4,01/02/21,3.66
STORE_4,02/02/21,3.21
STORE_4,03/02/21,3
STORE_4,03/02/21,3
STORE_4,04/02/21,2.94
STORE_4,05/02/21,2.97
STORE_4,06/02/21,2.73
STORE_4,07/02/21,0
STORE_4,08/02/21,3.08
STORE_4,09/02/21,3.17
STORE_4,10/02/21,3.17
STORE_4,11/02/21,2.92
STORE_4,12/02/21,2.58
STORE_4,12/02/21,0
STORE_4,13/02/21,2.8
STORE_4,14/02/21,3.48
STORE_4,15/02/21,3.27
STORE_4,16/02/21,3.11
STORE_4,17/02/21,0
STORE_4,18/02/21,3
STORE_4,19/02/21,2.62
STORE_4,20/02/21,2.83
STORE_4,21/02/21,0
