store_id,date,target_price
STORE_84,18/01/21,2.84
STORE_84,19/01/21,3.2
STORE_84,20/01/21,3.07
STORE_84,21/01/21,3.58
STORE_84,22/01/21,2.64
STORE_84,23/01/21,3.37
STORE_84,24/01/21,0
STORE_84,25/01/21,2.83
STORE_84,26/01/21,2.97
STORE_84,27/01/21,3.47
STORE_84,28/01/21,2.74
STORE_84,29/01/21,3.31
STORE_84,30/01/21,3.3
STORE_84,31/01/21,3.37
STORE_84,01/02/21,2.82
STORE_84,02/02/21,3.25
STORE_84,03/02/21,3.01
STORE_84,04/02/21,3.14
STORE_84,05/02/21,2.87
STORE_84,06/02/21,0
STORE_84,07/02/21,3.06
STORE_84,08/02/21,3.24
STORE_84,09/02/21,3.28
STORE_84,10/02/21,3.11
STORE_84,11/02/21,2.89
STORE_84,12/02/21,0
STORE_84,13/02/21,3.25
STORE_84,14/02/21,3.27
STORE_84,15/02/21,2.99
STORE_84,16/02/21,0
STORE_84,17/02/21,3.06
STORE_84,18/02/21,2.85
STORE_84,19/02/21,3.27
STORE_84,20/02/21,3.44
STORE_84,21/02/21,2.5
STORE_84,22/02/21,0
STORE_84,23/02/21,3.12
STORE_84,24/02/21,0
STORE_84,25/02/21,2.71
STORE_84,26/02/21,3.52
STORE_85,01/01/21,0
STORE_85,02/01/21,3.52
STORE_85,03/01/21,3.26
STORE_85,04/01/21,3.02
STORE_85,05/01/21,2.95
STORE_85,06/01/21,3.06
STORE_85,07/01/21,3.16
STORE_85,08/01/21,3.05
STORE_85,09/01/21,2.88
STORE_85,10/01/21,3.33
STORE_85,11/01/21,3.5
STORE_85,12/01/21,2.99
STORE_85,13/01/21,0
STORE_85,14/01/21,0
STORE_85,15/01/21,2.9
STORE_85,16/01/21,2.37
STORE_85,17/01/21,3.05
STORE_85,18/01/21,0
STORE_85,19/01/21,0
STORE_85,20/01/21,0
STORE_85,21/01/21,3.18
STORE_85,22/01/21,2.7
STORE_85,23/01/21,2.58
STORE_85,24/01/21,2.65
STORE_85,25/01/21,3.1
STORE_85,26/01/21,3.39
STORE_85,27/01/21,0
STORE_85,28/01/21,3.06
STORE_85,29/01/21,0
STORE_85,30/01/21,3.06
STORE_85,31/01/21,3.19
STORE_85,01/02/21,2.99
STORE_85,02/02/21,0
STORE_85,03/02/21,3.07
STORE_85,04/02/21,0
STORE_85,05/02/21,0
STORE_85,06/02/21,0
STORE_85,07/02/21,3.24
STORE_85,08/02/21,2.84
STORE_85,09/02/21,2.92
STORE_85,10/02/21,0
STORE_85,11/02/21,3.17
STORE_85,12/02/21,3.71
STORE_85,13/02/21,2.88
STORE_85,14/02/21,3.34
STORE_85,15/02/21,2.74
STORE_85,16/02/21,3.64
STORE_85,17/02/21,0
STORE_85,18/02/21,3.23
STORE_85,19/02/21,2.6
STORE_85,20/02/21,0
STORE_85,21/02/21,2.79
STORE_85,22/02/21,3.22
STORE_85,23/02/21,3.05
STORE_85,24/02/21,2.95
STORE_85,25/02/21,3.59
STORE_85,26/02/21,2.75
STORE_86,01/01/21,2.85
STORE_86,02/01/21,3.22
STORE_86,03/01/21,2.83
STORE_86,04/01/21,2.84
STORE_86,05/01/21,3.28
STORE_86,06/01/21,0
STORE_86,07/01/21,3.59
STORE_86,08/01/21,3.19
STORE_86,09/01/21,3.33
STORE_86,10/01/21,0
STORE_86,11/01/21,2.93
STORE_86,12/01/21,3.06
STORE_86,13/01/21,2.84
STORE_86,14/01/21,3.35
STORE_86,15/01/21,2.76
STORE_86,16/01/21,3.24
STORE_86,17/01/21,3.62
STORE_86,18/01/21,2.98
STORE_86,19/01/21,3.39
STORE_86,20/01/21,0
STORE_86,21/01/21,3.03
STORE_86,22/01/21,3.26
STORE_86,23/01/21,3.21
STORE_86,24/01/21,3.16
STORE_86,25/01/21,3.01
STORE_86,26/01/21,2.8
STORE_86,27/01/21,3.51
STORE_86,28/01/21,3.09
STORE_86,29/01/21,3.26
STORE_86,30/01/21,0
STORE_86,31/01/21,3.31
STORE_86,01/02/21,0
STORE_86,02/02/21,2.67
STORE_86,03/02/21,3.61
STORE_86,04/02/21,2.51
STORE_86,05/02/21,2.79
STORE_86,06/02/21,3.21
