store_id,date,target_price
STORE_69,07/02/21,3.07
STORE_69,08/02/21,3.08
STORE_69,09/02/21,0
STORE_69,10/02/21,3.75
STORE_69,11/02/21,2.95
STORE_69,12/02/21,3.32
STORE_69,13/02/21,2.83
STORE_69,14/02/21,3.33
STORE_69,15/02/21,3.09
STORE_69,16/02/21,2.64
STORE_69,17/02/21,3.1
STORE_69,18/02/21,3.16
STORE_69,19/02/21,3.12
STORE_69,20/02/21,2.92
STORE_69,21/02/21,3.44
STORE_69,22/02/21,0
STORE_69,23/02/21,3.21
STORE_69,24/02/21,2.79
STORE_69,25/02/21,2.88
STORE_69,26/02/21,3.25
STORE_7,01/01/21,0
STORE_7,02/01/21,2.89
STORE_7,03/01/21,2.43
STORE_7,04/01/21,3.03
STORE_7,05/01/21,0
STORE_7,06/01/21,3.05
STORE_7,07/01/21,0
STORE_7,08/01/21,0
STORE_7,09/01/21,2.9
STORE_7,10/01/21,0
STORE_7,11/01/21,2.73
STORE_7,11/01/21,2.73
STORE_7,12/01/21,2.72
STORE_7,13/01/21,2.63
STORE_7,14/01/21,2.88
STORE_7,15/01/21,0
STORE_7,16/01/21,3.62
STORE_7,17/01/21,2.43
STORE_7,18/01/21,2.66
STORE_7,19/01/21,2.88
STORE_7,20/01/21,0
STORE_7,21/01/21,2.88
STORE_7,22/01/21,0
STORE_7,23/01/21,2.7
STORE_7,23/01/21,2.7
STORE_7,24/01/21,3.02
STORE_7,25/01/21,3.52
STORE_7,26/01/21,2.71
STORE_7,27/01/21,3.13
STORE_7,28/01/21,3.06
STORE_7,29/01/21,2.32
STORE_7,30/01/21,2.82
STORE_7,31/01/21,3.34
STORE_7,01/02/21,0
STORE_7,02/02/21,0
STORE_7,03/02/21,3.21
STORE_7,04/02/21,2.86
STORE_7,05/02/21,3.11
STORE_7,06/02/21,3.11
STORE_7,07/02/21,2.66
STORE_7,08/02/21,0
STORE_7,09/02/21,2.7
STORE_7,10/02/21,2.61
STORE_7,10/02/21,2.61
STORE_7,11/02/21,0
STORE_7,12/02/21,0
STORE_7,13/02/21,3.03
STORE_7,14/02/21,2.77
STORE_7,15/02/21,3.22
STORE_7,16/02/21,3.08
STORE_7,17/02/21,2.79
STORE_7,18/02/21,3.27
STORE_7,19/02/21,3.35
STORE_7,20/02/21,0
STORE_7,21/02/21,2.94
STORE_7,22/02/21,2.47
STORE_7,23/02/21,2.88
STORE_7,24/02/21,2.91
STORE_7,25/02/21,3.07
STORE_7,26/02/21,2.95
STORE_70,01/01/21,3.51
STORE_70,02/01/21,3.31
STORE_70,03/01/21,2.95
STORE_70,04/01/21,0
STORE_70,05/01/21,3.37
STORE_70,06/01/21,2.61
STORE_70,07/01/21,2.58
STORE_70,08/01/21,3.32
STORE_70,09/01/21,3.04
STORE_70,10/01/21,2.72
STORE_70,11/01/21,2.95
STORE_70,12/01/21,2.9
STORE_70,13/01/21,0
STORE_70,14/01/21,2.96
STORE_70,15/01/21,3.13
STORE_70,16/01/21,0
STORE_70,17/01/21,3.06
STORE_70,18/01/21,2.97
STORE_70,19/01/21,2.85
STORE_70,20/01/21,2.86
STORE_70,21/01/21,0
STORE_70,22/01/21,0
STORE_70,23/01/21,0
STORE_70,24/01/21,0
STORE_70,25/01/21,3.56
STORE_70,26/01/21,2.84
STORE_70,27/01/21,2.84
STORE_70,28/01/21,2.95
STORE_70,29/01/21,3.62
STORE_70,30/01/21,3.19
STORE_70,31/01/21,3.07
STORE_70,01/02/21,2.83
STORE_70,02/02/21,3.05
STORE_70,03/02/21,3.68
STORE_70,04/02/21,3.26
STORE_70,05/02/21,2.87
STORE_70,06/02/21,2.9
STORE_70,07/02/21,3.18
STORE_70,08/02/21,3.29
STORE_70,09/02/21,2.66
STORE_70,10/02/21,3.12
STORE_70,11/02/21,3.22
STORE_70,12/02/21,3.38
STORE_70,13/02/21,2.64
STORE_70,14/02/21,3.69
STORE_70,15/02/21,2.88
STORE_70,16/02/21,2.87
STORE_70,17/02/21,2.85
STORE_70,18/02/21,3.18
STORE_70,19/02/21,2.72
STORE_70,20/02/21,3.52
STORE_70,21/02/21,2.86
STORE_70,22/02/21,3.04
STORE_70,23/02/21,2.66
STORE_70,24/02/21,2.84
STORE_70,25/02/21,2.4
STORE_70,26/02/21,2.99
STORE_71,01/01/21,2.97
STORE_71,02/01/21,2.47
STORE_71,03/01/21,2.94
STORE_71,03/01/21,2.94
STORE_71,04/01/21,3.15
STORE_71,05/01/21,3.41
STORE_71,06/01/21,0
STORE_71,07/01/21,2.45
STORE_71,08/01/21,0
STORE_71,09/01/21,3.54
STORE_71,10/01/21,2.9
STORE_71,11/01/21,2.86
STORE_71,12/01/21,3.33
STORE_71,13/01/21,2.89
STORE_71,14/01/21,2.89
STORE_71,15/01/21,0
STORE_71,16/01/21,0
STORE_71,17/01/21,2.99
STORE_71,17/01/21,2.99
STORE_71,18/01/21,3.05
STORE_71,19/01/21,3.03
STORE_71,20/01/21,0
STORE_71,21/01/21,3.19
STORE_71,22/01/21,2.58
STORE_71,23/01/21,2.91
STORE_71,24/01/21,3.38
STORE_71,25/01/21,3.18
STORE_71,26/01/21,3.46
STORE_71,27/01/21,2.86
STORE_71,28/01/21,2.83
STORE_71,29/01/21,3.35
STORE_71,30/01/21,0
STORE_71,31/01/21,3.62
STORE_71,01/02/21,2.72
STORE_71,02/02/21,0
STORE_71,03/02/21,0
STORE_71,04/02/21,3.36
STORE_71,05/02/21,3.19
STORE_71,06/02/21,3.21
STORE_71,07/02/21,3.05
STORE_71,08/02/21,3.3
STORE_71,09/02/21,2.86
STORE_71,10/02/21,3.28
STORE_71,11/02/21,3.57
STORE_71,12/02/21,2.79
STORE_71,13/02/21,3.22
STORE_71,14/02/21,3.13
STORE_71,15/02/21,2.72
STORE_71,16/02/21,3.03
STORE_71,17/02/21,3.27
STORE_71,18/02/21,3.23
STORE_71,19/02/21,2.74
STORE_71,20/02/21,3.08
STORE_71,21/02/21,3.14
STORE_71,22/02/21,3.28
STORE_71,23/02/21,3.02
STORE_71,24/02/21,0
STORE_71,25/02/21,0
STORE_71,26/02/21,0
STORE_72,01/01/21,2.81
STORE_72,02/01/21,0
STORE_72,03/01/21,3.1
STORE_72,04/01/21,3.05
STORE_72,05/01/21,2.76
STORE_72,06/01/21,0
STORE_72,07/01/21,3.17
STORE_72,08/01/21,3.59
STORE_72,09/01/21,3.21
STORE_72,10/01/21,0
STORE_72,11/01/21,0
STORE_72,12/01/21,2.97
STORE_72,13/01/21,2.95
STORE_72,14/01/21,2.94
STORE_72,15/01/21,3.05
STORE_72,16/01/21,2.78
STORE_72,17/01/21,2.52
STORE_72,18/01/21,3.12
STORE_72,19/01/21,3.33
STORE_72,20/01/21,3.14
STORE_72,21/01/21,3.09
STORE_72,22/01/21,2.77
STORE_72,23/01/21,3.26
STORE_72,24/01/21,2.41
STORE_72,25/01/21,3.61
STORE_72,26/01/21,2.83
STORE_72,27/01/21,3.21
STORE_72,28/01/21,2.86
STORE_72,29/01/21,3.03
STORE_72,30/01/21,2.9
STORE_72,31/01/21,2.4
STORE_72,01/02/21,3.19
STORE_72,02/02/21,2.68
STORE_72,03/02/21,2.66
STORE_72,04/02/21,2.85
STORE_72,05/02/21,2.91
STORE_72,06/02/21,3.11
STORE_72,07/02/21,0
STORE_72,08/02/21,3.8
STORE_72,09/02/21,2.54
STORE_72,10/02/21,2.9
STORE_72,11/02/21,3.15
STORE_72,12/02/21,3.33
STORE_72,13/02/21,3.19
STORE_72,14/02/21,3.25
STORE_72,15/02/21,0
STORE_72,16/02/21,3.18
STORE_72,17/02/21,3.39
STORE_72,18/02/21,3.15
STORE_72,19/02/21,3.72
STORE_72,20/02/21,2.98
STORE_72,21/02/21,2.9
STORE_72,22/02/21,2.48
STORE_72,23/02/21,2.87
STORE_72,24/02/21,3.15
STORE_72,25/02/21,3.27
STORE_72,26/02/21,3.42
STORE_73,01/01/21,3.07
STORE_73,02/01/21,0
STORE_73,03/01/21,2.6
STORE_73,04/01/21,2.95
STORE_73,05/01/21,0
STORE_73,06/01/21,0
STORE_73,07/01/21,2.58
STORE_73,08/01/21,0
STORE_73,09/01/21,2.81
STORE_73,10/01/21,0
STORE_73,11/01/21,2.65
STORE_73,12/01/21,2.49
STORE_73,13/01/21,0
